video,frame,text
video_3,video_3_frame900.jpg,TRO
video_3,video_3_frame930.jpg,TRO
video_3,video_3_frame960.jpg,TRO
video_3,video_3_frame990.jpg,TRO
video_3,video_3_frame1020.jpg,TRO
video_3,video_3_frame1050.jpg,TRO
video_3,video_3_frame1080.jpg,ARO
video_3,video_3_frame1110.jpg,ARO
video_3,video_3_frame1140.jpg,ARO
video_3,video_3_frame1170.jpg,ARO
video_3,video_3_frame1200.jpg,TRO
video_3,video_3_frame1230.jpg,TRO
video_3,video_3_frame1260.jpg,TRO
video_3,video_3_frame1290.jpg,TRO
video_3,video_3_frame1320.jpg,TRO
video_3,video_3_frame1350.jpg,TRO
video_3,video_3_frame1380.jpg,TRO
video_3,video_3_frame1410.jpg,TRO
video_3,video_3_frame1440.jpg,ARO
video_3,video_3_frame1470.jpg,ARO
video_3,video_3_frame1500.jpg,ARO
video_3,video_3_frame1530.jpg,ARO
video_3,video_3_frame1560.jpg,ARO
video_3,video_3_frame1590.jpg,ARO
video_3,video_3_frame1620.jpg,ARO
video_3,video_3_frame1650.jpg,ARO
video_3,video_3_frame1680.jpg,TRO
video_3,video_3_frame1710.jpg,TRO
video_3,video_3_frame1740.jpg,TRO
video_3,video_3_frame1770.jpg,TRO
video_3,video_3_frame1800.jpg,TRO
video_3,video_3_frame1830.jpg,TRO
video_3,video_3_frame1860.jpg,TRO
video_3,video_3_frame1890.jpg,TRO
video_3,video_3_frame1920.jpg,ARO
video_3,video_3_frame1950.jpg,ARO
video_3,video_3_frame1980.jpg,ARO
video_3,video_3_frame2010.jpg,ARO
video_3,video_3_frame2040.jpg,ARO
video_3,video_3_frame2070.jpg,ARO
video_3,video_3_frame2100.jpg,ARO
video_3,video_3_frame2130.jpg,ARO
video_3,video_3_frame2160.jpg,TRO
video_3,video_3_frame2190.jpg,TRO
video_3,video_3_frame2220.jpg,TRO
video_3,video_3_frame2250.jpg,TRO
video_3,video_3_frame2280.jpg,TRO
video_3,video_3_frame2310.jpg,TRO
video_3,video_3_frame2340.jpg,TRO
video_3,video_3_frame2370.jpg,TRO
video_3,video_3_frame2400.jpg,ARO
video_3,video_3_frame2430.jpg,ARO
video_3,video_3_frame2460.jpg,ARO
video_3,video_3_frame2490.jpg,ARO
video_3,video_3_frame2520.jpg,TRO
video_3,video_3_frame2550.jpg,TRO
video_3,video_3_frame2580.jpg,TRO
video_3,video_3_frame2610.jpg,TRO
video_3,video_3_frame2640.jpg,TRO
video_3,video_3_frame2670.jpg,TRO
video_3,video_3_frame2700.jpg,TRO
video_3,video_3_frame2730.jpg,TRO
video_3,video_3_frame2760.jpg,ARO
video_3,video_3_frame2790.jpg,ARO
video_3,video_3_frame2820.jpg,ARO
video_3,video_3_frame2850.jpg,ARO
video_3,video_3_frame2880.jpg,ARO
video_3,video_3_frame2910.jpg,ARO
video_3,video_3_frame2940.jpg,ARO
video_3,video_3_frame2970.jpg,ARO
video_3,video_3_frame3000.jpg,TRO
video_3,video_3_frame3030.jpg,TRO
video_3,video_3_frame3060.jpg,TRO
video_3,video_3_frame3090.jpg,TRO
video_3,video_3_frame3120.jpg,TRO
video_3,video_3_frame3150.jpg,TRO
video_3,video_3_frame3180.jpg,TRO
video_3,video_3_frame3210.jpg,TRO
video_3,video_3_frame3240.jpg,ARO
video_3,video_3_frame3270.jpg,ARO
video_3,video_3_frame3300.jpg,ARO
video_3,video_3_frame3330.jpg,ARO
video_3,video_3_frame3360.jpg,ARAB
video_3,video_3_frame3390.jpg,ARAB
video_3,video_3_frame3420.jpg,ARAB
video_3,video_3_frame3450.jpg,ARAB
video_3,video_3_frame3480.jpg,TRO
video_3,video_3_frame3510.jpg,TRO
video_3,video_3_frame3540.jpg,TRO
video_3,video_3_frame3570.jpg,TRO
video_3,video_3_frame3600.jpg,TRO
video_3,video_3_frame3630.jpg,TRO
video_3,video_3_frame3660.jpg,TRO
video_3,video_3_frame3690.jpg,TRO
video_3,video_3_frame3720.jpg,ARO
video_3,video_3_frame3750.jpg,ARO
video_3,video_3_frame3780.jpg,ARO
video_3,video_3_frame3810.jpg,ARO
video_3,video_3_frame3840.jpg,TRO
video_3,video_3_frame3870.jpg,TRO
video_3,video_3_frame3900.jpg,TRO
video_3,video_3_frame3930.jpg,TRO
video_3,video_3_frame3960.jpg,TRO
video_3,video_3_frame3990.jpg,TRO
video_3,video_3_frame4020.jpg,TRO
video_3,video_3_frame4050.jpg,TRO
video_3,video_3_frame4080.jpg,ARO
video_3,video_3_frame4110.jpg,ARO
video_3,video_3_frame4140.jpg,ARO
video_3,video_3_frame4170.jpg,ARO
video_3,video_3_frame4200.jpg,ARO
video_3,video_3_frame4230.jpg,ARO
video_3,video_3_frame4260.jpg,ARO
video_3,video_3_frame4290.jpg,ARO
video_3,video_3_frame4320.jpg,TRO
video_3,video_3_frame4350.jpg,TRO
video_3,video_3_frame4380.jpg,TRO
video_3,video_3_frame4410.jpg,TRO
video_3,video_3_frame4440.jpg,TRO
video_3,video_3_frame4470.jpg,TRO
video_3,video_3_frame4500.jpg,TRO
video_3,video_3_frame4530.jpg,TRO
video_3,video_3_frame4560.jpg,ARO
video_3,video_3_frame4590.jpg,ARO
video_3,video_3_frame4620.jpg,ARO
video_3,video_3_frame4650.jpg,ARO
video_3,video_3_frame4680.jpg,ARO
video_3,video_3_frame4710.jpg,ARO
video_3,video_3_frame4740.jpg,ARO
video_3,video_3_frame4770.jpg,ARO
video_3,video_3_frame4800.jpg,TRO
video_3,video_3_frame4830.jpg,TRO
video_3,video_3_frame4860.jpg,TRO
video_3,video_3_frame4890.jpg,TRO
video_3,video_3_frame4920.jpg,TRO
video_3,video_3_frame4950.jpg,TRO
video_3,video_3_frame4980.jpg,TRO
video_3,video_3_frame5010.jpg,TRO
video_3,video_3_frame5040.jpg,ARO
video_3,video_3_frame5070.jpg,ARO
video_3,video_3_frame5100.jpg,ARO
video_3,video_3_frame5130.jpg,ARO
video_3,video_3_frame5160.jpg,TRO
video_3,video_3_frame5190.jpg,TRO
video_3,video_3_frame5220.jpg,TRO
video_3,video_3_frame5250.jpg,TRO
video_3,video_3_frame5280.jpg,TRO
video_3,video_3_frame5310.jpg,TRO
video_3,video_3_frame5340.jpg,TRO
video_3,video_3_frame5370.jpg,TRO
video_3,video_3_frame5400.jpg,ARO
video_3,video_3_frame5430.jpg,ARO
video_3,video_3_frame5460.jpg,ARO
video_3,video_3_frame5490.jpg,ARO
video_3,video_3_frame5520.jpg,ARO
video_3,video_3_frame5550.jpg,ARO
video_3,video_3_frame5580.jpg,ARO
video_3,video_3_frame5610.jpg,ARO
video_3,video_3_frame5640.jpg,TRO
video_3,video_3_frame5670.jpg,TRO
video_3,video_3_frame5700.jpg,TRO
video_3,video_3_frame5730.jpg,TRO
video_3,video_3_frame5760.jpg,TRO
