video_file_name,start,end,text,label
non_hate_video_3.mp4,0.0,113.7136,"In Lehigh County, authorities released the disturbing details of a crime the district attorney calls repugnant. A 22 -year -old man is accused of targeting and sexually assaulting children at a daycare center in Whitehall Township. High Witness News reporter Matt Petrillo is there. And Matt, that suspect was just arraigned this morning. That's right, he's charged with deviant sexual intercourse of a child. Authorities tell us those assaults happened at this daycare behind me over several years. Did Zimmerman work here? No. A woman who answers the door at a lot like home daycare near Allentown says 22 -year -old Zachary Zimmerman did not work there before slamming the door. We approve the charges. But Lehigh County District Attorney Jim Martin says Zimmerman sexually assaulted three girls there. Eyewitness News found the daycare is located at the home where Zimmerman lived. Anytime a child is the victim of sexual assault, it's repugnant. It's unfortunate, obviously, and it's a crime. Zimmerman faces deviate sexual intercourse with the child charges. He allegedly assaulted three children over and over again from 2011 to 2017. But Zimmerman kept under the radar of Whitehall Township Police until this year when the victims came forward. During one instance reported to police in July, Victim One disclosed that when she was approximately 10 years old in 2011, Zachary Zimmerman kissed her on the mouth, made victim one perform oral sex on him. Victims came forward in July, June and April. Why were charges just filed? Because there was an investigation. Yeah, we don't just file charges immediately. We investigate. And Zachary Zimmerman was arraigned this morning. He was taken to the Lehigh County Jail after not being able to post a $75 ,000 bail. Reporting live in Lehigh County, Matt Petrillo, CBS3 Eyewitness News. All right, Matt, thank",0
non_hate_video_4.mp4,0.0,32.233333333333334,I'm a king! I'm a Get the shit out of,0
hate_video_5.mp4,0.0,39.0,"Hello nigger my old friend, you've come to rob my house again. Cause you nigger softly creeping, you rob my house while I'm sleeping, and your stinky nigger smell in my brain still remains I is a trans",1
hate_video_5.mp4,39.0,39.88,,0
non_hate_video_5.mp4,0.0,18.91891891891892,Nice. Real stylish. You're saying this before you use your gay hair shit. Can't say it,0
hate_video_7.mp4,0.0,26.0,"I'm not racist, these people really do all look",1
hate_video_7.mp4,26.0,26.68,,0
non_hate_video_6.mp4,0.0,83.06666666666666,Thank,0
non_hate_video_7.mp4,0.0,30.666666666666668,,0
hate_video_8.mp4,0.0,57.0,"Woah, that's one bad nigga, a damn chair. Dobboomegger, oh my god, Dobboomegger, he's a Dobboomegger, a lot damn chair. Yo, he's a Dobboomegger, a lot damn chair. Yo, holy fuck. He looks so mean, he's so black, so scary. Dobboomegger, Dobboomegger, so dead and black. He's got killed later, he's talking to a fight at red. The Blue Negger, that's one bad nigga bro, yo. The Blue Negger on the way across the street, mad boy. Fucked and black. The Blue Negger on the way across the street, oh no, oh no, she's gonna shoot me. That is the blackest mega I shall ever",1
hate_video_8.mp4,57.0,57.4,,0
hate_video_9.mp4,0.0,7.0,,0
hate_video_9.mp4,7.0,144.0,"If you smell something funny when you walk down the street, you're in Coontown. You look and see garbage all over the street, you're in Coontown. Up and down the street there ain't nothing but trash, Nigger girls trying to get a nigger boy's cash. Then you even see a spook with a big mustache in Coontown. On the corner there's a nigger with a drink in his hand. That's Coontown. Trying to bum a nickel from whoever he can in Coontown. And don't be surprised, you can make a bet. If you go back tomorrow, he'll be there yet. He's trying to get drunk, and drunk he's to work in Coon Town. They seem to think that work is for jerks out of Coon Town. He don't do nothing but sleep in those. He don't wake until his eyes are tired of being closed. It's half a day's work for him to scratch his toes in Coontown. It amazes me to see the way they live in Coontown. They do all the taking while we have to give to Coontown. The night man worries the nigger don't care cause at the end of the month his check will be there. Every nigger earns his living off the old welfare in Coontown. Every nigger earns his living off the old welfare in",1
hate_video_9.mp4,144.0,149.72,,0
non_hate_video_8.mp4,0.0,19.215128100854006,,0
non_hate_video_9.mp4,0.0,51.583333333333336,I'm following. Look at,0
hate_video_10.mp4,0.0,38.0,The Bye. Bye.,1
hate_video_10.mp4,38.0,38.44,,0
hate_video_11.mp4,0.0,32.0,You know it's funny I muted the stream,1
hate_video_11.mp4,32.0,32.4,,0
non_hate_video_10.mp4,0.0,61.55172413793103,"That was high poppy. It's okay, it's okay, relax. You're an idiot. Like really, how stupid are you? Get",0
non_hate_video_11.mp4,0.0,118.08475141808475,"This poor man got his business caught on fire. I'm sorry, sir. I'm very sorry about that, man. Yeah, really. Hey, I have nothing to do with it. I'm trying to stop this shit here. Dude, I'm going to help this guy. I don't give a fuck if I get beat up They just threw a bottle at this guy Turn his head, turn his head. And they walked up and fucked him up. Fucked him up. I have it all on video. All of it. He didn't deserve any of that. Any of it. This is just wrong, guys. Do not see this. This is wrong. This is what's going to happen to every one of you when this goes nationwide. I don't think you realize",0
non_hate_video_12.mp4,0.0,573.1559166666666,"into March, I realized that locking down wasn't necessary. In fact, I was so naive at the time, I had no idea. I thought I would call a few people. I had some connections with the medical community, pretty extensive actually, in my state. And I thought I could call around and let people know like, hey, we've got a strategy here. It's not bad. We can prophylax and we could use hydroxychloroquine as a firstline therapy. We don't need to lock down. We can protect our elderly with prophylaxis, really low doses. And I actually thought that that was actually going to be well -received. Instead, I was told to go home and to go home and don't use the personal protective equipment because I was just wasting resources. And I literally was on the phone. I won't say who it was, but a fairly well, a high up person in our society in Texas on one of the boards. And I told him, I said, how old are you? He said, I'm 40 something. I said, look, I've been through the AIDS epidemic. Okay. We didn't know if we touched the patients, what was going to happen. And I go, I've been through another, that pandemic itself was very eyeopening for me. I was very scared. I was a young doc and I didn't go home. I went to work. I went to work. I'm going to see patients. I told them right then, I said, look, I don't mean to hurt your feelings, but as far as I'm concerned, you're a coward. You go home. You go home. I said, I'm not going home. I'm going to work. I go, I did, I did six years in the ER, 100, 200 hours a month. I've been on a bunch of trauma teams. I'm not going home. I'm going to see patients. So that turned into short visits with some of my friends, some of my patients who would call me, knowing that I had talked to them about this disease. And I ended up treating the disease. And then I got on a Facebook Live video And he called me knowing that I had talked to him about this disease, and I ended up treating the disease. And then I got on a Facebook Live video that in about two hours reached 100 ,000 people. And I saw it, and I was like, oh, my God, I'm going to get some repercussions. Sure enough, I did. The board came calling, and they said, you said that hydroxychloroquine works, and you're basically a public menace. And we want to know who you treated. You said at the time it was really early on. I said I treated three patients. And I had to provide all the records, all the information. I was very intimidated, as you might imagine, because, you know, I have to practice. I have to feed my family. I love what I'm doing, but, you know, I'm not independently wealthy. I was a little bit afraid. I really was. That lasted about a day. At that point, you know, again, as Simone, as Dr. Gold said, we've got to do the right thing for the patients. And at the time, I wrote a bunch of letters saying, I'm not going to let my patients get on vents and ECMO. It's not going to happen. I'm not going to allow it to happen. I'm going to treat them. I don't care. Well, suffice it to say, you know, I got reprimanded. I'm still in a process of negotiation with that whole thing. But as Dr. Armstrong said, I'm really not afraid. I know I'm doing the right thing. I've treated a number of patients. I won't tell you how many because then I'll probably have to provide records for all that. So for the purposes of this statement, I'm going to say I treated three. Okay. So the board is, the fear of reprisal is the reason why we're in this place right now. Docs don't want to do this. There's a fear of reprisal. I was very worried about it, and I can tell you all the people who believe in this medication, who believe in early treatment, feel the same way. They're really scared to go forward and treat patients because they don't want to lose their medical license. And that's a big deal. So the intimidation is... Mrordan thank you mr chairman doc falci do protest increase the spread of the virus do protest increase the spread of the virus i think i can make a general statement well half a million protesters on june 6 alone i'm just asking that number of people does it increase the spread of the virus crowding together particularly when you're not wearing a mask, contributes to the spread of the virus. Should we limit the protesting? I'm not sure what you mean. How do we say limit the protesting? Should the government limit the protesting? I don't think that's relevant to... Well, you just said if it increases the spread of the virus, I'm just asking, should we limit it? Well, I'm not in a position to determine what the government can do in a forceful way. Well, you make all kinds of recommendations. You make comments on dating, on baseball, on everything you can imagine. I'm just asking, you just said that protests increase the spread. I'm just asking, should we try to limit the protests? No, I think I would leave that to people who have more of a position to do that. I can tell you... Government stopping people from going to church, Dr. Fauci. Yeah. Last week in the Calvary Chapel case, five liberals on the Supreme Court said it was okay for Nevada to limit church services. I mean, Justice Gorsuch said it best. He said there's no world in which the Constitution permits Nevada to favor Caesar's palace over Calvary Chapel. I'm just asking, is there a world where the Constitution says you can favor one First Amendment liberty protesting over another practicing your faith? I'm not favoring anybody over anybody. I'm just making a statement that's a broad statement that avoid crowds of any type no matter where you are because that leads to the acquisition and transmission. And I don't judge one crowd versus another crowd. When you're in a crowd, particularly if you're not wearing a mask, that induces the spread. It's a simple question, doctor. Should we limit the protest? Government is obviously limiting people going to church. And look, there's been no violence that I can see at church. I haven't seen people during a church service go out and harm police officers or burn buildings. But we know that. I mean, for 63 days, nine weeks, it's been happening in Portland. One night in Chicago, 49 officers were injured. But no limit to protest. But, boy, you can't go to church on Sunday. I don't know how many times I can answer that. I'm not going to opine on limiting anything. I'm just going to tell you. You've opined on a lot of things Dr. Fauci. Yeah but I've never said something that directly impacts the spread of the virus and I'm asking your your position on the protest. Yeah I'm well I'm not going to opine on limiting anything. I'm telling you what it is the danger and you can make your own conclusion about that you should stay away from crowds no matter where the crowd is stopped government is government has stopped people from going to work in fact just in New Jersey four days ago Ian Smith Frank Trombetta were arrested for opening up from trying to operate their business, their gym. They were arrested. But my bet is if these two individuals who own this gym were outside just in front of their gym and all the people who were working out in their gym were outside protesting, they'd been just fine. But because they were in the gym working out, actually running their business, they got arrested. Do you think that's okay? You know, I'm not going to appoint on who gets arrested and who does not. I mean, you get where I'm going. I'm telling you, as a public health official, I say crowds. Do you see the inconsistency, though, Dr. Fauci? There's no inconsistency, Congressman. What? There's no inconsistency? So you're allowed to protest millions of people on one day in crowds yelling, screaming, but you try to run your business, you get arrested? And if you stood right outside of that same business and protested, you wouldn't get arrested? You don't see any consistency there? I don't understand what you're asking me as a public health official to opine on who should get arrested or not. That's not my position. You could ask as much as you want, and I'm not going to answer it. You've advocated for certain businesses to be shut down. I'm just asking you on your position on the protest. I mean, I haven't seen one. We've heard a lot about hair salons. I haven't seen one hairstylist who, between haircuts, goes out and attacks police or sets something on fire. But we've seen all kinds of that stuff during protests. And we know the protests actually increased the spread of the virus. You've said that. I said crowds. I didn't say specifically. I didn't say protest do anything. So the protests don't increase the spread of the virus? I didn't say that. You're putting words in my mouth. No, I just want an answer to the question. Do the protests increase the spread of the virus? I don't have any scientific evidence on anything. I can tell you that crowds are known, particularly when you don't have a mask, to increase the acquisition and transmission. So you don't have a position on whether the protests increase the spread of the virus or don't increase the spread of the virus? I'm saying that crowds, wherever the crowds are, can give you an increased probability that there's going to be acquisition and transmission. But do you understand Americans' concern? Protesting, particularly according to the Democrats, is just fine, but you can't go to work, you can't go to school, you can't go to church. There's limits placed on all three of those fundamental activities, First Amendment activities, but protesting is just fine. The gentleman's time has expired, but I'll just ask the gentleman to just think about his question and put it in reference to crowds that gather in political meetings, at fundraisers without masks, on an oil rig in Texas, nobody wearing a mask, nobody social distancing, but a fundraiser. Would that be problematic? With that, I'd yield five minutes to Mr.",0
non_hate_video_13.mp4,0.0,157.68,Thank Thank Thank,0
non_hate_video_14.mp4,0.0,239.93993993993996,"Times are mighty desperate in the heart of Coon Town, You can hardly find a fat and healthy coon around. But I'm the coon that's been blessed with wealth, while a lot of coons around ain't even got good health. There's coons in town who are hungry as hogs, while I've got quail to feed to my dogs. So about hard luck, folks, I don't't care because I live the life of a millionaire. I'm living easy, eating pork chops crazy. Always got money to give my honey. I'm always pickin' on a spring chicken. Yes, I am livin' easy and certainly livin' high. Me and my gal strolled out last night. We hadn't gone far until we got Me and my gal strolled out last night. We hadn't gone far until we got into a fight. A cop said move, but I didn't budge. Next day I had to say good morning, judge. The copper said, judge, that coon is a bag. Then I pulled a thousand dollars out of my money bag. I was fine, ten and costs, and the judge looked strange. When I handed him a fifty and said, keep the change. I'm living easy, eating pork chops crazy. Always got money to give my honey. I'm always picking on a spring chicken. Yes, I am living easy and certainly living high. Talk about I'm currently living high. Talk about a darkie having easy times. I eat the best of foods and drink the best of wines. And when my time comes to leave this pretty earth, I can look up and say I've had my money's worth. I never went to school, that's a fact indeed And numbers is the only thing that I read But every day about half past three I hire a smart coon to read the news to me I'm living easy Eating pork chops crazy Always got money I'm living easy, eating pork chops crazy, always got money to give my honey. I'm always picking on a spring chicken. Yes, I am living easy and certainly living high. I'm living easy, eating pork chops crazy. Always got money to give my honey. picking on a spring chicken Yes, I am living easy and certainly living",0
non_hate_video_15.mp4,0.0,140.03333333333333,"What the hell is it? Where is it? Get this man! Get this man! Where is it? Where is it? She already caught you on video. You got it. You got it. You got it? You might as well stay bro. Stay! You got it staying. Stay. You gave me a nice morning my man. You know that? How you feel if you waking up to a fucking man robbing your shit? You tell me, huh? You tell me. I'm sleeping. You fucking robbing me, motherfucker. Huh? Huh? I work hard, motherfucker. I work hard for my money. You feel me? Why you robbing me for? You fucked me all up rock before you fuck me all up like this is This is the way I deserve to wake up in a fucking normal Do you have this earth to wake up in a fucking normal neighborhood? I don't. No, you don't. Oh, my God. Listen, I'm sorry. Listen, I'm sorry. They're coming. I'm sorry. I'm sorry. I'm sorry. Empty out your pockets. Empty out your fucking pockets. You were going through my wallet, motherfucker. You know that? Give me that shit. Empty that fucking pocket. I feel bad for you. You should be embarrassed. You should be ashamed of yourself. Empty out your fucking pocket. Motherfucker. What's your name? What's your name? What is it? Call the fucking cops!",0
hate_video_13.mp4,0.0,20.0,I've done myself,0
hate_video_13.mp4,20.0,185.0,"gassin' juice I wanna some place where I can make some boots. I shoot any nigga that I can find. It's the only thing I know that gives me peace of mind. I wanna go. I wanna go. I wanna go. Coot fashion. I wanna go. I wanna go go. Coonbash it. Do you smell the smoke? That's all around. The BJ hate potsy just burned the ghetto down. If any no more. You had your fun, I was a pleasure. You got the bastard. What's the bus for? We got some unfinished business, boys. What business? It's a little matter of you kicking the shit out of a white man. Fuck you both. Fuck you, pig! Niggas, sure, I want",1
hate_video_13.mp4,185.0,185.8,to go. It's all I crave. I'm just the one to,0
non_hate_video_16.mp4,0.0,68.20146666666666,"We've set up a 20 -man committee to do away with this vulgar, animalistic, nigger, rock and roll bot. Our committee will check with the restaurant owners in the cafes to see what Bebop Records is on their machines and then ask them to do away with them. Our committee will judge the record according to who they're and then ask them to do away with them. Our committee will judge the record according to who they're by. If they can't tell by looking at the name of the record, whether it's nigger singer or a nigger version of this rock and roll bop, they'll play the record and then just use their judgment in whether it should come off or not. As far as we're concerned in Anderson and Calhoun County, as long as the music is played, black -white people should play it. It's not just animalistic bebop. We won't object to it as long as it is a white band. But we don't want this nigger version of the rock and roll",0
non_hate_video_17.mp4,0.0,105.6,"No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Move! Sam move Do not fucking Oh,",0
non_hate_video_18.mp4,0.0,17.71771771771772,"How'd the transaction go? Never a problem with cuz. Yeah, I like that nigger. Or is it, is it nigga with an A in the end when you're saying a nice? Don't think someone like you can say that word any way",0
hate_video_14.mp4,0.0,45.0,"Hello darkies, my old friends. I've come to talk to ya again. pout you to see Lynn. A genus that is what I'm failing. And the bullets that are planted in their brains still remain. I hear the sounds. Sting will remain. I hear the sounds.",0
hate_video_14.mp4,45.0,160.0,"Shaken A chin chin pounce. He and a try to walk alone. Snap in coons and get in stone. Yickers hang in from the street. Lambs. No more usage for their food. Stamps their eyes, they were stabbed with Macombatnav. A fucked their wefs. A heard the seance. A champounce. A caused a riot in a pro. 10 ,000 monkeys made them all. Jigaboo's gluten -seed, the ass. Intelligents they don't fizzes. All of Chicago. Roads are filled with Bernie bots. Face a cox. Trump knows the sounds. A -chan outs. Non -valance they do not know. My guns to the ML have to show. Muzzles flashed in the evening dark. A -ma -ray -a -de -cull and hit the mark. Jungle bun is. Scatterin' in all deray actions. Feules ma -ray - you use my reaction I'm gonna clean up yes I'll clean up they is champ out enough I can scream in for hail but the damage hay has been dailed bodies blooded laying on the ground juicer paying a chance off. Sorry Shlomo. You'll never take down the one main claim. They is a is now land. And won't put up. We have chain",1
hate_video_14.mp4,160.0,167.90106666666668,,0
hate_video_15.mp4,0.0,7.0,"Do black lives matter to you? Do black lives matter to you? Do black lives matter, right, Karen?",0
hate_video_15.mp4,7.0,47.0,"Fucking white piece of shit, you little fucking cuss -ass bitch! Oh yeah, you want to fucking go, Karen? No! No! Until black lives matter, until black lives matter, no life matters. That is not our fight until black lives mean something to this country. No, no. She ain't going nowhere though. She's not going nowhere. Until black. She ain't going nowhere though. She not going nowhere. Until black. What you gonna do? She not going",1
hate_video_15.mp4,47.0,52.3,Black lives matter. Black lives matter. Black lives,0
non_hate_video_20.mp4,0.0,191.8985915492958,"KKK playing clean up on them folks. See people, I done found another dead spot on this show and watch it folks. These people, these some sick faggot rapists folks. You can't do nothing, nothing about them people. These are rapists faggot folks. See I found a good spot, shelter and it's about to start raining. the KKK folks now you got Uncle Tom nigga playing with a smartphone where you got homeless jockeys got tents over there on that property over there see that's a people that's a drug dealer helping see I'm gonna tell y 'all somebody's black drug dealers in Nashville they going to college they smart they had a story about a kingpin drug dealer years ago. People back in the early 90s. And that boy was selling more motherfucking cocaine than Nino Brown himself. But he got caught. He got caught. And he played the bitch role. Well, you know, I'm sorry for what I did. You know, Uncle Tom nigger. And he got out. He did some time, but he didn't do all that time. He got out and started a barbershop business. Yeah, he got a lot of barbershops in Nashville now, sir. See, people, I know the history of these rapist -ass criminal niggas in Nashville. See, they slick. See, people, I'm just a homeless man, a transit with a gift of gal. I survived by doing this here and talking, people. That's how I'm entitled in the streets, talking. Nothing physical. I don't play with folks live. I don't threaten people's lives on dead street that's got bikes, material, shit. I don't do shit like that. If a motherfucker want to give you something, they're going to give it to you. Come on now, folks. And if I got to go back to work and dig a ditch all day, I would do that, folks. Okay, people? And I'm not lazy. Okay, folks? I'm not lazy. See that raping nigga walking back and forth, see? He walking on that dead property over there where them crackheads off in the tent set. He is harassing me there, Mr. FBI. He's walking back and forth with that red shirt on and cackers. Young drug dealer nigga. Camouflage in some nerdy Uncle Tom clothes .'s a that's a fucking drug dealer he's hiding over there behind that tree that's a serial killer folks see Nashville is full of serial killer monkeys genocide democracy he's hiding playing a game and don't nobody in these cars know what that nigga doing see see you got a crooked cop there mr. FBI the crooked cop you see He's walking back and forth watching me See that shit Now he know about them Junkie white folks in them tents over there man Getting high sticking needles off in their boot hole Yeah See that shit Mr. FBI I'm being harassed by these fucking Drug dealers. Uncle Tom niggas playing two sides around",0
hate_video_16.mp4,0.0,60.0,,0
hate_video_16.mp4,60.0,124.0,"Listen here boys and girls, I got something for you. Don't worry about getting no black man, little girl. Don't worry about getting no black woman, little boy. And when you grow up, don't worry about your kids. You don't need to worry about that. All you need to do is do something good for white folks. And if white folks love you, if they love you. You'll be alright child. You'll be with God. Coon Watch. The official. The original. Home for coon shaming. Find all the",1
hate_video_16.mp4,124.0,128.99566232899568,,0
hate_video_17.mp4,0.0,1.0,,0
hate_video_17.mp4,1.0,3.0,,0
hate_video_17.mp4,3.0,18.166666666666668,,0
non_hate_video_21.mp4,0.0,40.97430764097431,"I asked you some questions. You tell me some bullshit, and I send that video I made of you killing that white girl to the news. I got a real good angle from up there. Even got you when you took off your mask. So ask. What through the bull walk ,d no nigga",0
non_hate_video_22.mp4,0.0,20.466666666666665,,0
non_hate_video_23.mp4,0.0,51.9,"All right, let's see if James Durbin...oh, giant... Oh, John Hyman! He is all over the flag! John Hyman has knocked out Terry Martin! You're a god, you're kidding me! That was the greatest flag you've ever seen in my life! Let's take a look at the replay, Ne -Haw. Oh, beautiful! Here it comes, the star of the round! Boom! Jamie Horton just leans right into it! Lauren went in for the takedown right when James Irvin jumped into it! Full blast! Right on the button! Fantastic flying knee by James",0
non_hate_video_24.mp4,0.0,40.733333333333334,"And he can't wait. So thank you and thank Nero for your service. I appreciate it. Absolutely. If I could, could I throw a PSA out real quick? Real quick. Just the remarkable nature of these dogs and them being highlighted in the news creates a huge demand by people that frankly shouldn't have them. see the coverage and you decide I want one of these dogs either by a finished trained, you know, fully trained and finished dog from a professional or just don't get one at all. Epstein didn't kill himself. Thank you for that commentary. All right, Mike, maybe more on that",0
non_hate_video_25.mp4,0.0,207.66666666666666,"This here song is for Chipout and shit. Chipout .com, you know what I'm saying, dawg. That right? I like to chip out. And blame right after how my fucked up life turned out. I like to chip, ow, cause I'm black and that's a fact. I gotta have my gizmodel. I like to chip, ow, category 5 is about to arrive. You're lucky if you stay alive. I demand my kismadass. A nigger's got to help everything, you know. Reparations be good. Turning tricks, pimpin' hoes, muddick. it's a niggas dream, I like the champ. Ow. And blame water for how my fucked up life's turned out, I like the champ. Ow. Because I'm black, that's a fact, gotta a fucking ape. The shit I do, the monkey shines. Make a human wish that he was blind, y 'all. I'm full of shit, as everyone sees. Homo erectus is what I feed. I like the chip. Ow. And blame white ass for how my fucked up life turned out. I like the chip. Ow. Cause I'm chimping out now. Chimping out, chimping out now. Chimping out, chimping out now. Chimping out, chimping out now. Chimping out, chimping out now. Chimping out, chimping out now. Chimping out, chimping out now. Chimping out, chimping out fucking life turns out. I'm like a chip. Ow. Call it black, and that's a fact. I gotta have my kids, my. Like a chip! Ow! Chipping out, chipping out now. Chipping out, chipping out now. Chipping out, chipping out now. Chipping out, chipping out now. Chipping out, chipping chip. Ow. I like the chip. Ow. Lord of",0
non_hate_video_26.mp4,0.0,14.180847514180847,"Okay, maybe on a scale of 1 to 10 on your fingers, how good are you feeling this morning? I'm like, like an 8. Okay.",0
non_hate_video_27.mp4,0.0,27.3,,0
hate_video_18.mp4,0.0,32.0,"Work I don't work for his company. I can't make I can't grab you by the net Yeah, that's why the anchor are too done it",0
hate_video_18.mp4,32.0,51.0,"Yeah, we set out to",1
hate_video_18.mp4,51.0,51.9,I'm a,0
non_hate_video_28.mp4,0.0,6.806806806806807,Most my city has ever gotten is Obama sitting down at a burger,0
hate_video_19.mp4,0.0,42.0,"I HATE NIGGERS! Yeah, she's on drugs or something. No, I'm totally... I just hate niggers! Fuck you niggers! I HATE NIGGERS! I would kill a nigger, but the law says I can't kill the niggers. If the law didn't say that I couldn't kill the niggers, they'd all be dead. Where's my license number? Nigger! Nigger! Nigger!",1
hate_video_19.mp4,42.0,42.233333333333334,,0
hate_video_20.mp4,0.0,57.0,"Give me a monkey dance, nigger. Because I hate niggers. Because you guys think you're so fucking badass, but you're not. You won't even show your face on here, tough guy. We're going to start scalping you people. How, how, how, how, homie. Yeah, yeah, yeah, nigga. Yeah, homie. We was kings and shit, nigga. Yeah, yeah, yeah. We're going to throw up gang signs on the block and shit. And we're going to rape all the white women. Then we're going to rob all the liquor stores and shit. Yeah. What? Yeah, we gonna throw up we gonna throw up gang signs on the block and shit and we gonna rape water white women Don't we don't then we gonna rob all the liquor stores and shit. Yeah What? We're the problem with the world. Yeah, it's not it's not the niggers burning down cities, right? There's white people there to know there isn't",1
hate_video_20.mp4,57.0,66.0,,0
